questao_id,modelo,ano,area,tem_imagem,alternativa,gabarito,acertou
enem-2025-110,groq-llama4-scout,2025,natureza,0,E,E,1
enem-2025-111,groq-llama4-scout,2025,natureza,1,B,B,1
enem-2025-112,groq-llama4-scout,2025,natureza,0,D,D,1
enem-2025-113,groq-llama4-scout,2025,natureza,1,B,B,1
enem-2025-114,groq-llama4-scout,2025,natureza,1,B,B,1
enem-2025-115,groq-llama4-scout,2025,natureza,1,C,C,1
enem-2025-116,groq-llama4-scout,2025,natureza,0,C,C,1
enem-2025-117,groq-llama4-scout,2025,natureza,0,D,D,1
enem-2025-118,groq-llama4-scout,2025,natureza,0,C,C,1
enem-2025-119,groq-llama4-scout,2025,natureza,1,A,B,0
enem-2025-120,groq-llama4-scout,2025,natureza,1,A,B,0
enem-2025-121,groq-llama4-scout,2025,natureza,0,B,B,1
enem-2025-122,groq-llama4-scout,2025,natureza,1,D,D,1
enem-2025-124,groq-llama4-scout,2025,natureza,0,B,B,1
enem-2025-125,groq-llama4-scout,2025,natureza,0,B,B,1
enem-2025-126,groq-llama4-scout,2025,natureza,1,D,D,1
enem-2025-127,groq-llama4-scout,2025,natureza,1,C,C,1
enem-2025-128,groq-llama4-scout,2025,natureza,1,D,E,0
enem-2025-129,groq-llama4-scout,2025,natureza,0,A,A,1
enem-2025-130,groq-llama4-scout,2025,natureza,1,C,E,0
enem-2025-131,groq-llama4-scout,2025,natureza,0,E,E,1
enem-2025-133,groq-llama4-scout,2025,natureza,1,A,A,1
enem-2025-134,groq-llama4-scout,2025,natureza,1,B,B,1
enem-2025-135,groq-llama4-scout,2025,natureza,1,C,A,0
enem-2025-136,groq-llama4-scout,2025,matematica,0,B,C,0
enem-2025-137,groq-llama4-scout,2025,matematica,1,C,B,0
enem-2025-138,groq-llama4-scout,2025,matematica,1,D,E,0
enem-2025-139,groq-llama4-scout,2025,matematica,1,D,C,0
enem-2025-140,groq-llama4-scout,2025,matematica,0,E,E,1
enem-2025-141,groq-llama4-scout,2025,matematica,0,C,C,1
enem-2025-142,groq-llama4-scout,2025,matematica,0,C,C,1
enem-2025-143,groq-llama4-scout,2025,matematica,1,E,A,0
enem-2025-144,groq-llama4-scout,2025,matematica,0,D,D,1
enem-2025-145,groq-llama4-scout,2025,matematica,1,D,D,1
enem-2025-146,groq-llama4-scout,2025,matematica,0,B,B,1
enem-2025-147,groq-llama4-scout,2025,matematica,1,D,E,0
enem-2025-148,groq-llama4-scout,2025,matematica,1,D,C,0
enem-2025-149,groq-llama4-scout,2025,matematica,1,A,B,0
enem-2025-150,groq-llama4-scout,2025,matematica,0,D,D,1
enem-2025-151,groq-llama4-scout,2025,matematica,0,D,D,1
enem-2025-152,groq-llama4-scout,2025,matematica,0,C,D,0
enem-2025-153,groq-llama4-scout,2025,matematica,1,B,A,0
enem-2025-154,groq-llama4-scout,2025,matematica,1,C,C,1
enem-2025-155,groq-llama4-scout,2025,matematica,0,B,B,1
enem-2025-156,groq-llama4-scout,2025,matematica,1,E,E,1
enem-2025-157,groq-llama4-scout,2025,matematica,0,C,C,1
enem-2025-158,groq-llama4-scout,2025,matematica,0,C,C,1
enem-2025-159,groq-llama4-scout,2025,matematica,0,D,D,1
enem-2025-160,groq-llama4-scout,2025,matematica,1,A,E,0
enem-2025-161,groq-llama4-scout,2025,matematica,1,A,A,1
enem-2025-162,groq-llama4-scout,2025,matematica,0,B,B,1
enem-2025-163,groq-llama4-scout,2025,matematica,1,C,B,0
enem-2025-164,groq-llama4-scout,2025,matematica,1,A,A,1
enem-2025-165,groq-llama4-scout,2025,matematica,0,A,D,0
enem-2025-166,groq-llama4-scout,2025,matematica,1,B,E,0
enem-2025-167,groq-llama4-scout,2025,matematica,1,E,D,0
enem-2025-168,groq-llama4-scout,2025,matematica,0,E,E,1
enem-2025-169,groq-llama4-scout,2025,matematica,1,C,A,0
enem-2025-170,groq-llama4-scout,2025,matematica,1,B,B,1
enem-2025-171,groq-llama4-scout,2025,matematica,0,E,E,1
enem-2025-172,groq-llama4-scout,2025,matematica,0,B,A,0
enem-2025-173,groq-llama4-scout,2025,matematica,1,A,A,1
enem-2025-175,groq-llama4-scout,2025,matematica,0,D,C,0
enem-2025-176,groq-llama4-scout,2025,matematica,0,C,C,1
enem-2025-177,groq-llama4-scout,2025,matematica,1,B,B,1
enem-2025-178,groq-llama4-scout,2025,matematica,0,A,E,0
enem-2025-179,groq-llama4-scout,2025,matematica,0,B,A,0
enem-2025-180,groq-llama4-scout,2025,matematica,1,D,D,1
